Date,Revenue,COGS,Actual_Profit,n_orders,n_items,n_returned_items,total_refunds,year,month,day,day_of_year,day_of_week,quarter,is_weekend,is_holiday,is_promo,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source,yoy_growth_ref,Revenue_ref,COGS_ref,revenue_mape_day
2015-09-19,4225834.89,4280175.819,-54340.929,227,1117,36,97307.66,2015,9,19,262,5,3,1,0,1,20896.0,15411.0,111247.0,0.00568,164.4,organic_search,1.039405393049242,4866373.41,4338177.32,0.13162543562393839
2015-09-20,5112850.13,5030294.4323,82555.6977,261,1210,34,93003.63,2015,9,20,263,6,3,1,0,1,18429.0,13587.0,76753.0,0.00346,271.9,organic_search,1.039405393049242,5970375.19,5199616.34,0.14363001196914738
2015-09-21,4517760.29,4700412.965,-182652.675,218,1069,40,123366.13,2015,9,21,264,0,3,0,0,1,19819.0,16050.0,66316.0,0.00466,290.2,organic_search,1.039405393049242,5429549.96,4922952.43,0.16793098446781765
2015-09-22,3224446.93,3347534.6932,-123087.7632,175,853,52,200067.12,2015,9,22,265,1,3,0,0,1,19877.0,16252.0,63995.0,0.00436,103.3,email_campaign,1.039405393049242,3989413.65,3510644.34,0.19174916093245928
2015-09-23,3801688.41,4076834.4779,-275146.0679,191,948,46,177510.78,2015,9,23,266,2,3,0,0,1,17652.0,13079.0,71664.0,0.00387,318.0,social_media,1.039405393049242,4492195.74,4136948.97,0.1537126541151121
2015-09-24,4109435.53,4341321.6606,-231886.1306,206,1057,59,187644.11,2015,9,24,267,3,3,0,0,1,20962.0,15512.0,82371.0,0.00424,137.4,referral,1.039405393049242,4990183.49,4532817.65,0.17649610716017988
2015-09-25,4566189.49,4582115.5122,-15926.0222,237,1182,54,163595.49,2015,9,25,268,4,3,0,0,1,19659.0,15631.0,106872.0,0.00479,167.2,referral,1.039405393049242,5455949.84,4738294.51,0.16308074232588612
2015-09-26,5672886.27,5612771.4322,60114.8378,300,1459,35,126377.99,2015,9,26,269,5,3,1,0,1,21009.0,17168.0,108813.0,0.00407,179.5,paid_search,1.039405393049242,6622087.86,5772363.74,0.1433387188553552
2015-09-27,8120288.12,8209037.2226,-88749.1026,448,2272,43,212995.21000000002,2015,9,27,270,6,3,1,1,1,21844.0,16369.0,117349.0,0.00536,133.1,organic_search,1.039405393049242,9527329.68,8445286.43,0.14768477708435923
2015-09-28,7082948.22,7265677.3821,-182729.1621,364,1847,20,82573.61,2015,9,28,271,0,3,0,1,1,18337.0,14106.0,67729.0,0.00556,111.4,referral,1.039405393049242,8161672.8,7449690.47,0.13216954494916777
2015-09-29,6182735.18,6147852.7133,34882.4667,333,1709,38,159942.31,2015,9,29,272,1,3,0,0,1,19122.0,13426.0,94406.0,0.00501,221.6,paid_search,1.039405393049242,7149980.42,6330231.0,0.1352794250029569
2015-09-30,5384280.74,5343934.0733,40346.6667,272,1359,32,143737.69999999998,2015,9,30,273,2,3,0,0,1,17523.0,13440.0,57686.0,0.00509,284.6,organic_search,1.039405393049242,6245594.21,5509034.08,0.13790736974568826
2015-10-01,4755043.72,4493936.6857,261107.0343,226,1138,26,121400.37,2015,10,1,274,3,4,0,0,1,15491.0,12315.0,66956.0,0.00415,207.8,organic_search,1.039405393049242,5328206.77,4579676.64,0.10757147286909811
2015-10-02,2024764.15,1796561.5481,228202.6019,92,404,30,146775.41,2015,10,2,275,4,4,0,0,0,15982.0,11755.0,61202.0,0.00443,145.3,organic_search,1.039405393049242,2171539.56,1796561.55,0.06759048405270597
2015-10-03,3930082.02,3183003.8827,747078.1373,121,649,12,64988.95,2015,10,3,276,5,4,1,0,0,15008.0,11370.0,68639.0,0.00362,168.3,paid_search,1.039405393049242,4071748.88,3247591.03,0.03479263190710324
2015-10-04,3271105.81,2785165.6692,485940.1408,139,754,26,120609.06,2015,10,4,277,6,4,1,0,0,16759.0,12375.0,73139.0,0.00327,180.2,social_media,1.039405393049242,3492367.73,2871726.8,0.06335584826858995
2015-10-05,4260001.83,3564537.9627,695463.8673,174,885,27,102683.39,2015,10,5,278,0,4,0,0,0,14395.0,11749.0,68728.0,0.00386,233.3,social_media,1.039405393049242,4507541.9,3678096.41,0.05491686499908083
2015-10-06,3820239.9,3369849.6705,450390.2295,150,766,55,317716.99,2015,10,6,279,1,4,0,0,0,15319.0,11322.0,72555.0,0.00457,148.8,social_media,1.039405393049242,4188998.54,3415837.46,0.08803026224019647
2015-10-07,3154354.71,2689181.3711,465173.3389,120,584,33,134859.61,2015,10,7,280,2,4,0,0,0,15755.0,12150.0,79517.0,0.00417,126.0,social_media,1.039405393049242,3426493.43,2803278.62,0.07942192960807755
2015-10-08,2941328.29,2495659.7724,445668.5176,112,541,32,122462.65000000001,2015,10,8,281,3,4,0,0,0,16564.0,12299.0,67620.0,0.00364,234.3,paid_search,1.039405393049242,3233949.18,2641121.98,0.0904840718616364
2015-10-09,2979601.93,2513608.6532,465993.2768,119,613,36,94076.33,2015,10,9,282,4,4,0,0,0,16177.0,12022.0,57239.0,0.004,187.9,social_media,1.039405393049242,3267999.74,2663149.73,0.0882490308888458
2015-10-10,3212079.05,2675823.6647,536255.3853,121,576,40,130878.38,2015,10,10,283,5,4,1,0,0,13914.0,10751.0,56445.0,0.00402,225.7,social_media,1.039405393049242,3378102.79,2705337.11,0.04914703616819197
2015-10-11,3036429.61,2502332.5143,534097.0957,125,570,56,154553.2,2015,10,11,284,6,4,1,0,0,15458.0,11617.0,62989.0,0.00495,105.9,organic_search,1.039405393049242,3286486.34,2566855.85,0.0760863439341117
2015-10-12,4681111.75,3949643.1333,731468.6167,158,792,27,128173.3,2015,10,12,285,0,4,0,0,0,13664.0,10610.0,66043.0,0.00366,170.8,direct,1.039405393049242,4956524.37,4081540.58,0.0555656745414126
2015-10-13,5171707.9,4330377.5108,841330.3892,199,999,51,200138.04,2015,10,13,286,1,4,0,0,0,15985.0,11660.0,56565.0,0.00385,159.9,paid_search,1.039405393049242,5498991.17,4432958.2,0.05951696590922141
2015-10-14,3206616.35,2622291.6258,584324.7242,114,593,29,151635.59,2015,10,14,287,2,4,0,0,0,16989.0,12008.0,81718.0,0.00565,204.6,social_media,1.039405393049242,3411355.27,2666618.8,0.060016885898841
2015-10-15,3456926.3,2823860.386,633065.914,155,750,35,157984.01,2015,10,15,288,3,4,0,0,0,16071.0,11596.0,79890.0,0.00558,250.1,referral,1.039405393049242,3768908.71,2948986.13,0.08277791636932488
2015-10-16,3657224.5,2966928.3091,690296.1909,155,754,33,136659.35,2015,10,16,289,4,4,0,0,0,14652.0,10534.0,79371.0,0.00322,112.9,referral,1.039405393049242,3821540.36,2987369.39,0.04299728500054357
2015-10-17,3368766.11,2850419.9116,518346.1984,153,767,59,245701.58,2015,10,17,290,5,4,1,0,0,17243.0,12612.0,76928.0,0.00373,301.8,referral,1.039405393049242,3662021.88,2894880.7,0.08008028887036579
2015-10-18,4074027.89,3263274.7826,810753.1074,160,806,31,87414.26000000001,2015,10,18,291,6,4,1,0,0,16988.0,13378.0,69191.0,0.00326,297.0,organic_search,1.039405393049242,4235369.07,3332133.13,0.03809377112913566
2015-10-19,5890656.42,4808953.6021,1081702.8179,225,1057,25,84683.58,2015,10,19,292,0,4,0,0,0,14648.0,10830.0,77608.0,0.00512,196.3,social_media,1.039405393049242,6150586.07,4953145.42,0.04226095644248099
2015-10-20,4812293.4,4000387.6792,811905.7208,208,973,36,247179.86000000002,2015,10,20,293,1,4,0,0,0,15301.0,12493.0,60371.0,0.0043,204.7,organic_search,1.039405393049242,5151254.9,4073078.24,0.06580173308837813
2015-10-21,3380282.64,2987648.0906,392634.5494,141,662,55,306354.3,2015,10,21,294,2,4,0,0,0,15121.0,11856.0,74851.0,0.0043,221.2,direct,1.039405393049242,3861128.76,3112793.66,0.12453511651344144
2015-10-22,3079984.75,2820177.9515,259806.7985,137,688,63,419801.51,2015,10,22,295,3,4,0,0,0,15219.0,10773.0,73159.0,0.00366,243.2,paid_search,1.039405393049242,3503062.58,2822517.81,0.12077370025173803
2015-10-23,3849025.79,3422940.0764,426085.7136,148,772,50,246892.03,2015,10,23,296,4,4,0,0,0,16428.0,11814.0,86432.0,0.00338,274.9,organic_search,1.039405393049242,4220053.16,3535441.18,0.08792007018224389
2015-10-24,3438990.3,2733927.7157,705062.5843,146,721,33,108197.6,2015,10,24,297,5,4,1,0,0,15087.0,11501.0,52076.0,0.00532,204.3,direct,1.039405393049242,3836294.44,2963519.26,0.10356455851183313
2015-10-25,4073263.31,3535075.1189,538188.1911,171,892,34,230118.79,2015,10,25,298,6,4,1,0,0,17383.0,13762.0,79446.0,0.00531,198.3,paid_search,1.039405393049242,4371735.18,3592252.8,0.06827309013717515
2015-10-26,5436256.93,4453189.7271,983067.2029,237,1283,27,116243.98,2015,10,26,299,0,4,0,0,0,17645.0,14292.0,56926.0,0.00503,254.4,email_campaign,1.039405393049242,5670407.54,4548016.77,0.041293435850644405
2015-10-27,4906102.58,4123517.0828,782585.4972,203,1016,39,210904.26,2015,10,27,300,1,4,0,0,0,14318.0,11717.0,68167.0,0.00391,247.7,social_media,1.039405393049242,5227347.01,4220293.85,0.061454582866883316
2015-10-28,6749278.25,5397755.2895,1351522.9605,317,1522,10,18080.07,2015,10,28,301,2,4,0,0,0,15923.0,11322.0,78474.0,0.00414,318.6,organic_search,1.039405393049242,7029977.95,5631491.38,0.03992895880989217
2015-10-29,6926721.4,5789303.8899,1137417.5101,276,1473,35,217245.69,2015,10,29,302,3,4,0,1,0,14579.0,11450.0,70402.0,0.00421,279.4,referral,1.039405393049242,7420192.54,6015934.85,0.06650381878096114
2015-10-30,6943586.86,5700769.8516,1242817.0084,257,1369,21,71051.03,2015,10,30,303,4,4,0,1,0,16283.0,12617.0,79766.0,0.00428,317.0,referral,1.039405393049242,7246849.63,5898873.81,0.04184753175291144
2015-10-31,5518015.92,4668303.0428,849712.8772,218,1080,34,201581.88,2015,10,31,304,5,4,1,0,0,16765.0,12368.0,64584.0,0.00333,264.3,paid_search,1.039405393049242,5833943.99,4766615.28,0.05415342871675398
2015-11-01,5532470.04,4530702.2166,1001767.8234,233,1241,24,68219.06999999999,2015,11,1,305,6,4,1,0,0,12648.0,10110.0,61721.0,0.0043,226.0,organic_search,1.039405393049242,5794071.48,4691433.96,0.04514984685691181
2015-11-02,2639950.46,2242892.7551,397057.7049,91,433,11,59770.82,2015,11,2,306,0,4,0,0,0,12291.0,9842.0,59045.0,0.00511,119.3,social_media,1.039405393049242,2770297.66,2300656.83,0.047051694798745984
2015-11-03,1935578.0,1612511.0574,323066.9426,80,358,34,109287.81999999999,2015,11,3,307,1,4,0,0,0,14430.0,11020.0,55418.0,0.00434,156.1,email_campaign,1.039405393049242,2095237.3,1642341.12,0.07620105846721995
2015-11-04,2545162.02,2227092.6263,318069.3937,95,450,17,108607.68000000001,2015,11,4,308,2,4,0,0,0,12298.0,9471.0,52741.0,0.00379,280.0,organic_search,1.039405393049242,2658412.16,2230527.42,0.04260067031893208
2015-11-05,2357324.37,2056234.4912,301089.8788,99,488,27,141668.57,2015,11,5,309,3,4,0,0,0,13451.0,9497.0,53142.0,0.00337,125.6,organic_search,1.039405393049242,2550367.78,2095931.27,0.07569238112002799
2015-11-06,3042683.93,2521483.516,521200.414,109,522,26,64514.42,2015,11,6,310,4,4,0,0,0,14154.0,11094.0,47606.0,0.00363,271.6,paid_search,1.039405393049242,3113759.4,2524846.93,0.022826256261161266
2015-11-07,2239834.01,2079575.941,160258.069,111,554,45,243222.45,2015,11,7,311,5,4,1,0,0,13272.0,10281.0,62761.0,0.00549,213.8,organic_search,1.039405393049242,2523233.52,2111797.74,0.11231600553562725
2015-11-08,3890397.55,3321710.4794,568687.0706,143,738,41,123084.69,2015,11,8,312,6,4,1,0,0,12234.0,9118.0,61007.0,0.00563,142.0,paid_search,1.039405393049242,4183206.42,3467217.26,0.06999627572765106
2015-11-09,3237403.22,2729464.1562,507939.0638,137,657,29,170944.05000000002,2015,11,9,313,0,4,0,0,0,14367.0,11128.0,65336.0,0.00464,129.1,direct,1.039405393049242,3409517.01,2730600.71,0.05048040220805339
2015-11-10,2934262.64,2489399.1859,444863.4541,114,586,33,149207.47,2015,11,10,314,1,4,0,0,0,14088.0,9978.0,68221.0,0.00543,265.4,email_campaign,1.039405393049242,3237404.66,2600539.96,0.09363735826586474
2015-11-11,2792763.54,2370616.4482,422147.0918,114,558,16,55548.11,2015,11,11,315,2,4,0,0,0,13290.0,10715.0,59892.0,0.00372,267.8,paid_search,1.039405393049242,2928494.89,2445001.94,0.0463485015676432
2015-11-12,3632516.97,3017119.0215,615397.9485,141,759,44,174246.77000000002,2015,11,12,316,3,4,0,0,0,13903.0,11236.0,61201.0,0.00525,265.5,email_campaign,1.039405393049242,3900732.76,3072175.13,0.06876036029702265
2015-11-13,2981586.99,2533240.7915,448346.1985,136,626,34,141845.29,2015,11,13,317,4,4,0,0,0,14681.0,11365.0,65735.0,0.00548,291.3,organic_search,1.039405393049242,3144926.75,2547598.28,0.05193754035765691
2015-11-14,4192711.88,3401005.3018,791706.5782,163,842,22,100558.67,2015,11,14,318,5,4,1,0,0,14789.0,10949.0,77847.0,0.00378,152.6,paid_search,1.039405393049242,4369752.69,3445998.98,0.040515064022994055
2015-11-15,3940867.32,3365979.1654,574888.1546,186,946,49,213881.1,2015,11,15,319,6,4,1,0,0,12535.0,8911.0,64069.0,0.00569,192.7,organic_search,1.039405393049242,4297274.47,3488973.66,0.08293795346053377
2015-11-16,4138790.4,3453482.4636,685307.9364,159,866,16,82018.66,2015,11,16,320,0,4,0,0,0,12803.0,10408.0,47243.0,0.00328,213.7,paid_search,1.039405393049242,4316238.63,3541079.15,0.041111774674978986
2015-11-17,2955050.21,2377659.0268,577391.1832,129,667,8,37144.0,2015,11,17,321,1,4,0,0,0,11316.0,8912.0,55403.0,0.0041,159.0,social_media,1.039405393049242,3035948.85,2418023.08,0.026646904805395562
2015-11-18,2879854.64,2680843.2504000003,199011.3896,126,695,29,88755.31999999999,2015,11,18,322,2,4,0,0,1,14680.0,11931.0,52971.0,0.00396,172.7,organic_search,1.039405393049242,3208924.12,2787131.03,0.10254822728559876
2015-11-19,2460851.4,2661638.1747,-200786.7747,146,734,27,124265.07999999999,2015,11,19,323,3,4,0,0,1,14557.0,10588.0,76901.0,0.00448,148.6,social_media,1.039405393049242,2934934.24,2722267.8,0.1615309922582798
2015-11-20,2728217.0,3117241.7303,-389024.7303,164,876,22,110877.86,2015,11,20,324,4,4,0,0,1,13750.0,10076.0,61102.0,0.00364,313.1,paid_search,1.039405393049242,3389498.76,3170548.9,0.1950972125447834
2015-11-21,1508272.32,2159389.654,-651117.334,121,612,37,206600.08000000002,2015,11,21,325,5,4,1,0,1,14699.0,11383.0,52048.0,0.00477,114.2,email_campaign,1.039405393049242,2291920.41,2320486.62,0.34191767156521813
2015-11-22,2188575.18,3031687.7497,-843112.5697,137,698,33,182932.19,2015,11,22,326,6,4,1,0,1,14679.0,11250.0,71235.0,0.0042,300.4,organic_search,1.039405393049242,3070301.17,3152837.2,0.28717899032686744
2015-11-23,1556440.45,2331289.8492,-774849.3992,119,589,42,268925.69,2015,11,23,327,0,4,0,0,1,11714.0,8250.0,63229.0,0.00466,296.4,referral,1.039405393049242,2329823.55,2370762.85,0.33194921563909846
2015-11-24,1496977.07,1953195.1767,-456218.1067,106,573,19,49867.58,2015,11,24,328,1,4,0,0,1,12523.0,9994.0,60988.0,0.00432,110.0,direct,1.039405393049242,1994420.05,2017128.44,0.24941735819392707
2015-11-25,1338866.64,1982928.7364,-644062.0964,119,622,27,188363.99,2015,11,25,329,2,4,0,0,1,12747.0,9371.0,64179.0,0.00438,284.6,email_campaign,1.039405393049242,1994246.64,2069297.94,0.32863537882154836
2015-11-26,2427495.31,3261066.6461,-833571.3361,178,910,30,146830.56,2015,11,26,330,3,4,0,0,1,12460.0,9654.0,42889.0,0.00506,298.6,organic_search,1.039405393049242,3361942.92,3392781.25,0.2779486839116233
2015-11-27,4018431.09,5051595.2005,-1033164.1105,338,1858,20,90292.63,2015,11,27,331,4,4,0,0,1,12408.0,9099.0,58532.0,0.00324,296.5,social_media,1.039405393049242,5242225.8,5137790.23,0.23344944622568528
2015-11-28,3868635.28,5149730.7362,-1281095.4562,323,1753,14,113228.33,2015,11,28,332,5,4,1,0,1,14692.0,11241.0,73086.0,0.00387,125.4,organic_search,1.039405393049242,5114979.4,5281806.7,0.24366552092076862
2015-11-29,3871833.02,4842876.3635,-971043.3435,333,1789,21,51615.8,2015,11,29,333,6,4,1,0,1,14441.0,11536.0,75285.0,0.00434,139.2,organic_search,1.039405393049242,5018236.03,4955536.7,0.2284474072456094
2015-11-30,3052782.29,3970027.8867,-917245.5967,262,1382,31,105038.92,2015,11,30,334,0,4,0,0,1,12771.0,9548.0,63965.0,0.00351,313.2,paid_search,1.039405393049242,4031497.64,4065929.95,0.2427671891183347
2015-12-01,2226826.88,3224719.5231,-997892.6431,196,1073,55,323400.45,2015,12,1,335,1,4,0,0,1,13668.0,10021.0,61441.0,0.00504,104.1,social_media,1.039405393049242,3221463.05,3262618.05,0.3087529344780161
2015-12-02,661474.33,940484.1486000001,-279009.8186,42,200,12,67389.78000000001,2015,12,2,336,2,4,0,0,1,14048.0,10903.0,54556.0,0.00522,305.8,email_campaign,1.039405393049242,953639.35,978207.15,0.3063684609910445
2015-12-03,1278182.33,1779068.3731,-500886.0431,79,391,16,108265.12,2015,12,3,337,3,4,0,0,1,15464.0,11963.0,51678.0,0.00531,318.5,referral,1.039405393049242,1852279.15,1907081.99,0.3099407667575375
2015-12-04,1626693.39,2087829.6162,-461136.2262,100,533,8,27904.6,2015,12,4,338,4,4,0,0,1,13738.0,10323.0,50602.0,0.00443,204.8,paid_search,1.039405393049242,2076429.7,2095572.96,0.2165911564451231
2015-12-05,1624411.63,2245433.4739,-621021.8439,117,611,37,173324.78,2015,12,5,339,5,4,1,0,1,14548.0,10998.0,63227.0,0.00394,236.1,referral,1.039405393049242,2287846.3,2292826.58,0.2899821854291523
2015-12-06,1571682.46,2007516.0312,-435833.5712,117,624,17,44430.27,2015,12,6,340,6,4,1,0,1,13375.0,10438.0,68771.0,0.00531,231.9,email_campaign,1.039405393049242,2028034.94,2013778.51,0.22502200085369337
2015-12-07,1702445.4,2324613.4183,-622168.0183,149,748,26,90362.12,2015,12,7,341,0,4,0,0,1,14667.0,11431.0,68419.0,0.00517,281.9,email_campaign,1.039405393049242,2286683.02,2364273.69,0.25549567425396813
2015-12-08,2123360.84,2699302.044,-575941.204,142,734,34,92393.32999999999,2015,12,8,342,1,4,0,0,1,15215.0,11241.0,69929.0,0.00354,227.8,organic_search,1.039405393049242,2785090.6,2715044.46,0.23759721137976633
2015-12-09,1117451.6,1579247.192,-461795.592,97,495,42,138775.26,2015,12,9,343,2,4,0,0,1,16326.0,12045.0,69015.0,0.00545,269.1,paid_search,1.039405393049242,1648123.41,1664248.89,0.3219854816575901
2015-12-10,1695437.3,2419010.3722,-723573.0722,117,638,41,144577.09,2015,12,10,344,3,4,0,0,1,13711.0,11067.0,50285.0,0.00326,244.5,email_campaign,1.039405393049242,2450848.03,2579079.6,0.3082242231069708
2015-12-11,1411992.59,1871492.9638,-459500.3738,126,668,52,135693.58000000002,2015,12,11,345,4,4,0,0,1,15391.0,11318.0,67959.0,0.00357,177.7,organic_search,1.039405393049242,2027594.98,1955884.16,0.3036121099490984
2015-12-12,2124561.24,2742361.7047,-617800.4647,154,939,23,110689.16,2015,12,12,346,5,4,1,0,1,15008.0,11400.0,58168.0,0.00565,270.1,social_media,1.039405393049242,2888573.7,2824587.14,0.26449470892849297
2015-12-13,2552793.6,3234728.4358,-681934.8358,184,1012,33,96022.9,2015,12,13,347,6,4,1,0,1,14700.0,10463.0,68140.0,0.00367,102.5,organic_search,1.039405393049242,3442735.4,3382073.59,0.25849846026505546
2015-12-14,2455549.02,3061441.6639,-605892.6439,215,1181,32,73619.39,2015,12,14,348,0,4,0,0,1,12967.0,10202.0,49267.0,0.00499,217.9,referral,1.039405393049242,3272227.86,3176504.37,0.24957884198198835
2015-12-15,2258805.22,2887643.4396,-628838.2196,191,1073,19,48195.63,2015,12,15,349,1,4,0,0,1,16132.0,13098.0,70312.0,0.00531,151.0,paid_search,1.039405393049242,3089177.63,3106617.67,0.2688004736069514
2015-12-16,1730496.36,2341008.9858,-610512.6258,170,954,26,89994.36,2015,12,16,350,2,4,0,0,1,13212.0,9707.0,43582.0,0.00465,122.7,organic_search,1.039405393049242,2310884.14,2367574.49,0.2511539933802133
2015-12-17,1984361.17,2572810.1924,-588449.0224,168,920,21,88619.5,2015,12,17,351,3,4,0,0,1,15145.0,12005.0,79733.0,0.0047,109.1,social_media,1.039405393049242,2671287.02,2646046.82,0.2571516444533916
2015-12-18,2225331.5,2908999.2047,-683667.7047,194,1069,27,73759.66,2015,12,18,352,4,4,0,0,1,14745.0,11612.0,50065.0,0.00383,270.4,paid_search,1.039405393049242,2923802.97,2954646.8,0.23889142913073932
2015-12-19,2158143.86,3004841.1615,-846697.3015,220,1235,47,156671.92,2015,12,19,353,5,4,1,0,1,16727.0,11842.0,75482.0,0.00349,151.1,referral,1.039405393049242,2965218.72,3081409.43,0.2721805492985692
2015-12-20,2621184.78,3547969.888,-926785.108,261,1453,29,141102.27,2015,12,20,354,6,4,1,0,1,15075.0,12232.0,52971.0,0.00382,136.8,organic_search,1.039405393049242,3613917.61,3711607.1,0.27469713953993546
2015-12-21,3906143.88,5095411.8726,-1189267.9926,343,1848,32,103680.71,2015,12,21,355,0,4,0,0,1,15716.0,12497.0,71525.0,0.00505,230.1,social_media,1.039405393049242,5050481.76,5131271.18,0.2265799451179485
2015-12-22,2827081.96,3642401.3926,-815319.4326,258,1399,25,82570.64,2015,12,22,356,1,4,0,0,1,13743.0,11031.0,72308.0,0.00512,275.6,referral,1.039405393049242,3719442.83,3727031.54,0.23991788845427692
2015-12-23,2773964.34,3592569.1242,-818604.7842,258,1460,30,105858.98,2015,12,23,357,2,4,0,0,1,14154.0,10824.0,63423.0,0.00538,286.7,social_media,1.039405393049242,3656481.63,3646146.76,0.24135695985979835
2015-12-24,1681296.42,2119219.3657,-437922.9457,152,765,33,135602.98,2015,12,24,358,3,4,0,0,1,14389.0,11654.0,63948.0,0.00408,166.1,organic_search,1.039405393049242,2398336.72,2262884.17,0.29897399060795776
2015-12-25,2363047.81,2998333.8439,-635286.0339,212,1144,47,163205.63,2015,12,25,359,4,4,0,0,1,16343.0,12402.0,55203.0,0.00376,119.6,paid_search,1.039405393049242,3229207.58,3048061.85,0.2682267239072937
2015-12-26,2714021.15,3475797.5043,-761776.3543,273,1459,34,59387.5,2015,12,26,360,5,4,1,0,1,14081.0,10396.0,48105.0,0.00558,119.1,social_media,1.039405393049242,3645783.09,3633106.61,0.25557251130922326
2015-12-27,3811098.11,4869470.4355,-1058372.3255,339,1936,29,84799.38,2015,12,27,361,6,4,1,0,1,16176.0,13022.0,57718.0,0.00532,125.2,organic_search,1.039405393049242,5096354.17,5095420.51,0.25219127578804046
2015-12-28,6179724.41,7821474.9726,-1641750.5626,540,2987,23,63102.76,2015,12,28,362,0,4,0,1,1,14045.0,10009.0,69532.0,0.00339,180.1,organic_search,1.039405393049242,8179976.67,8163764.62,0.2445303135565055
2015-12-29,5961606.48,7458203.32,-1496596.84,504,2796,36,69359.91,2015,12,29,363,1,4,0,1,1,16001.0,12904.0,61587.0,0.00421,125.4,organic_search,1.039405393049242,7760149.23,7689336.24,0.23176651591273587
2015-12-30,4502434.88,5688681.9791,-1186247.0991,402,2200,37,91173.78,2015,12,30,364,2,4,0,0,1,15819.0,12433.0,69094.0,0.00425,199.2,email_campaign,1.039405393049242,5941753.52,5888436.34,0.24223802538345612
2015-12-31,4958504.48,6001651.1118,-1043146.6318,386,2181,44,180233.05,2015,12,31,365,3,4,0,0,1,15303.0,11679.0,75173.0,0.00347,257.3,paid_search,1.039405393049242,6375571.66,6217888.06,0.22226511685071385
2016-01-01,4887080.17,5243291.9676,-356211.7976,322,1741,47,117040.09,2016,1,1,1,4,1,0,1,1,11641.0,8712.0,37634.0,0.00559,267.3,email_campaign,1.039405393049242,5846204.33,5354701.23,0.16405929486217602
2016-01-02,2381682.32,1956087.7182,425594.6018,95,467,27,45808.18,2016,1,2,2,5,1,1,0,1,10947.0,8044.0,55830.0,0.00365,221.4,organic_search,1.039405393049242,2558616.91,2072521.54,0.06915243517248555
2016-01-03,2626226.33,2127806.5701,498419.7599,99,551,26,73970.02,2016,1,3,3,6,1,1,0,0,13218.0,9831.0,64885.0,0.00565,208.5,paid_search,1.039405393049242,2744446.82,2169775.39,0.043076254616586
2016-01-04,2320358.68,1822984.6339,497374.0461,87,462,19,24004.63,2016,1,4,4,0,1,0,0,0,12375.0,9643.0,63066.0,0.00517,275.2,paid_search,1.039405393049242,2387838.0,1861702.6,0.02825958879957511
2016-01-05,1418104.48,1210204.8087,207899.6713,53,257,35,85669.28,2016,1,5,5,1,1,0,0,0,11134.0,8762.0,40671.0,0.0044,203.1,email_campaign,1.039405393049242,1557710.07,1249444.02,0.08962231976840214
2016-01-06,2181337.09,1898623.0705,282714.0195,72,403,45,135980.32,2016,1,6,6,2,1,0,0,0,12757.0,10309.0,67093.0,0.00373,138.2,paid_search,1.039405393049242,2337143.16,1917221.35,0.06666518023654155
2016-01-07,2376655.54,2007600.9371,369054.6029,81,404,62,108501.34999999999,2016,1,7,7,3,1,0,0,0,11373.0,8618.0,59432.0,0.00412,312.2,social_media,1.039405393049242,2503287.51,2024858.69,0.05058626685673822
2016-01-08,2570221.3,2184853.266,385368.034,96,528,51,146695.39,2016,1,8,8,4,1,0,0,0,9490.0,7221.0,37150.0,0.00395,172.4,organic_search,1.039405393049242,2738103.45,2202044.96,0.06131329698299031
2016-01-09,2783255.41,2392149.3168,391106.0932,104,531,61,182503.58,2016,1,9,9,5,1,1,0,0,13256.0,9596.0,46353.0,0.00436,277.3,paid_search,1.039405393049242,3026961.32,2446095.09,0.08051173577599588
2016-01-10,3770237.48,3036617.0205,733620.4595,133,670,46,134919.66,2016,1,10,10,6,1,1,0,0,13236.0,9859.0,64108.0,0.00484,105.5,email_campaign,1.039405393049242,4122392.05,3201417.67,0.08542481300389657
2016-01-11,3255496.45,2732285.7553,523210.6947,117,585,38,116349.84,2016,1,11,11,0,1,0,0,0,12641.0,9828.0,60451.0,0.00336,167.7,direct,1.039405393049242,3434076.67,2780091.13,0.052002397488696644
2016-01-12,2334013.77,2072619.0049,261394.7651,89,429,68,250707.5,2016,1,12,12,1,1,0,0,0,11876.0,9485.0,56311.0,0.00546,305.4,organic_search,1.039405393049242,2627637.47,2110300.27,0.11174437240765948
2016-01-13,2149990.05,1907257.2776,242732.7724,80,399,64,111084.88,2016,1,13,13,2,1,0,0,0,10067.0,8114.0,39608.0,0.00357,206.5,email_campaign,1.039405393049242,2268324.18,1914275.35,0.052168085604060506
2016-01-14,3038869.78,2690047.6687,348822.1113,114,567,80,192900.07,2016,1,14,14,3,1,0,0,0,13932.0,10319.0,69298.0,0.00395,271.2,social_media,1.039405393049242,3247398.41,2705497.94,0.06421405804654574
2016-01-15,3156945.94,2825780.6146,331165.3254,117,571,54,152281.05,2016,1,15,15,4,1,0,0,0,12653.0,10155.0,55447.0,0.00452,290.1,paid_search,1.039405393049242,3532606.36,3003599.85,0.10634086612469325
2016-01-16,3455277.2,2928805.5561,526471.6439,136,670,26,118837.34,2016,1,16,16,5,1,1,0,0,11445.0,8556.0,46538.0,0.0035,136.4,direct,1.039405393049242,3856871.3,3138016.53,0.10412431962663614
