order_date,Daily_Revenue,Daily_COGS,Total_Units_Sold,Total_Orders,Active_Promos,N_Active_Promos,Day_of_Week,Month,Quarter,Year,Day_of_Year,Is_Weekend,Is_Month_End,Is_Quarter_End,Is_Public_Holiday,Is_Mega_Sale,Total_Sessions,Avg_Bounce_Rate,Avg_Session_Dur,Revenue_Lag_1D,COGS_Lag_1D,Revenue_Lag_7D,COGS_Lag_7D,Revenue_Lag_30D,COGS_Lag_30D,Revenue_Lag_365D,COGS_Lag_365D,Revenue_Rolling_7D,Sessions_Rolling_7D,Revenue_Rolling_30D,Sessions_Rolling_30D,Daily_Returns,Return_Rate
2014-02-10,3516296.32,2640552.959609985,662,115,0,0,0,2,1,2014,41,0,0,0,0,1,15696.0,0.00533,199.8,2517746.63,2081364.8616892952,1831974.34,1381561.0416528534,2428668.67,1927933.5352521606,2890965.79,2499909.3422356546,2421344.077142857,16031.857142857143,2663677.809666666,12207.5,25.0,0.0378
2014-02-11,4072679.87,3168706.9062008895,754,140,0,0,1,2,1,2014,42,0,0,0,0,0,14584.0,0.0049,284.3,3516296.32,2640552.959609985,2468960.75,1943916.0103600912,2020848.43,1645860.7832556646,3790210.87,3211545.5431391913,2661961.5028571426,16089.42857142857,2699932.0646666666,12353.833333333334,52.0,0.069
2014-02-12,3043459.88,2377100.220426851,644,124,0,0,2,2,1,2014,43,0,0,0,0,0,14476.0,0.0044,132.8,4072679.87,3168706.9062008895,2302015.54,1801727.8338419243,1982725.09,1592197.13326297,3294064.04,2830257.009741083,2891064.2342857146,15954.714285714286,2768326.446,12499.566666666668,14.0,0.0217
2014-02-13,2950036.26,2407454.1673387233,577,108,0,0,3,2,1,2014,44,0,0,0,0,0,16062.0,0.005,145.4,3043459.88,2377100.220426851,2371624.47,1934561.5077612489,3121752.96,2528431.8303387375,2849788.25,2442310.8896672633,2996984.854285714,15969.57142857143,2803684.2723333333,12603.0,14.0,0.0243
2014-02-14,2311128.69,1815286.453963809,469,98,0,0,4,2,1,2014,45,0,0,0,0,0,14509.0,0.00389,226.3,2950036.26,2407454.1673387233,2918380.55,2311764.7894118545,3156239.62,2499257.788114867,2918034.96,2498323.927119361,3079615.1099999994,15707.0,2797960.382333333,12815.3,7.0,0.0149
2014-02-15,2581405.09,1938485.5771900737,522,107,0,0,5,2,1,2014,46,1,0,0,0,0,14141.0,0.00439,291.0,2311128.69,1815286.453963809,2538706.26,2029020.7428653585,1925423.68,1563400.0641626813,2598758.0100000002,2136104.755587753,2992864.8442857144,15482.857142857143,2769790.0179999997,12955.266666666666,9.0,0.0172
2014-02-16,3546368.82,2851932.24089101,651,123,0,0,6,2,1,2014,47,1,0,0,0,0,15943.0,0.00325,209.3,2581405.09,1938485.5771900737,2517746.63,2081364.8616892952,2287537.46,1871088.336719129,2953832.0,2520875.699696194,2998964.677142857,15095.42857142857,2791656.065,13038.9,31.0,0.0476
2014-02-17,3239418.88,2585605.235236125,676,141,0,0,0,2,1,2014,48,0,0,0,0,0,14961.0,0.00394,245.0,3546368.82,2851932.24089101,3516296.32,2640552.959609985,1614540.4,1256317.165689395,2853658.34,2521713.5132934493,3145910.7042857143,15058.714285714286,2833617.1103333333,13235.833333333334,32.0,0.0473
2014-02-18,4388504.78,3487705.4673676495,861,165,0,0,1,2,1,2014,49,0,0,0,0,0,15257.0,0.00358,309.9,3239418.88,2585605.235236125,4072679.87,3168706.9062008895,2144030.06,1675010.9348391518,4026481.31,3548596.505691245,3106356.784285714,14953.714285714286,2887779.7263333336,13367.6,15.0,0.0174
2014-02-19,4195546.26,3314574.5913755535,766,150,0,0,2,2,1,2014,50,0,0,0,0,0,15472.0,0.0044,146.7,4388504.78,3487705.4673676495,3043459.88,2377100.220426851,2930091.39,2261934.030915398,4009644.4699999997,3262731.9512455706,3151474.6285714284,15049.857142857143,2962595.5503333337,13511.133333333333,47.0,0.0614
2014-02-20,2689076.51,2169456.5556135755,538,105,0,0,3,2,1,2014,51,0,0,0,0,0,15337.0,0.00514,287.0,4195546.26,3314574.5913755535,2950036.26,2407454.1673387233,3449147.2399999998,2746186.1918683536,2898299.25,2469837.847475585,3316058.3971428573,15192.142857142857,3004777.379333333,13670.933333333332,21.0,0.039
2014-02-21,3047818.59,2446432.8721792833,637,133,0,0,4,2,1,2014,52,0,0,0,0,0,12479.0,0.00414,314.8,2689076.51,2169456.5556135755,2311128.69,1815286.453963809,2912808.92,2296659.37380569,2807642.67,2308363.0696008666,3278778.432857143,15088.57142857143,2979441.688333333,13760.233333333334,30.0,0.0471
2014-02-22,3869699.55,3093243.135248435,790,150,0,0,5,2,1,2014,53,1,0,0,0,0,16863.0,0.00357,288.5,3047818.59,2446432.8721792833,2581405.09,1938485.5771900737,3005972.1,2362722.694028725,3242472.2199999997,2743394.3056256673,3384019.847142857,14798.57142857143,2983942.0106666666,13788.266666666666,18.0,0.0228
2014-02-23,3646235.9899999998,2907528.744808831,692,148,0,0,6,2,1,2014,54,1,0,0,0,0,18734.0,0.0047,163.2,3869699.55,3093243.135248435,3546368.82,2851932.24089101,1580247.54,1210556.8947882275,3396683.25,2870667.3821450425,3568061.9128571427,15187.42857142857,3012732.9256666666,14065.033333333333,27.0,0.039
2014-02-24,4471891.7,3611957.3455059133,913,178,0,0,0,2,1,2014,55,0,0,0,0,0,16007.0,0.00507,193.7,3646235.9899999998,2907528.744808831,3239418.88,2585605.235236125,1981735.69,1556129.5172646435,4745132.86,4014181.8961869483,3582328.6514285714,15586.142857142857,3081599.2073333333,14329.133333333333,33.0,0.0361
2014-02-25,6291787.03,5152051.563518134,1351,257,0,0,1,2,1,2014,56,0,0,0,0,0,17906.0,0.00528,196.8,4471891.7,3611957.3455059133,4388504.78,3487705.4673676495,1807313.57,1415640.090674373,7823006.6,6562729.031538404,3758396.1971428576,15735.57142857143,3164604.4076666664,14489.2,33.0,0.0244
2014-02-26,7063787.92,5607921.820687562,1458,290,0,0,2,2,1,2014,57,0,0,0,0,0,15690.0,0.00465,144.7,6291787.03,5152051.563518134,4195546.26,3314574.5913755535,2790840.65,2199615.793497412,5666748.46,4981188.616099003,4030293.661428571,16114.0,3314086.856333333,14778.066666666668,48.0,0.0329
2014-02-27,5363625.63,4252030.752580628,1066,222,0,0,3,2,1,2014,58,0,0,0,0,0,16405.0,0.00444,185.3,7063787.92,5607921.820687562,2689076.51,2169456.5556135755,4691761.53,3732874.02039727,4945138.85,4448383.137551563,4440042.47,16145.142857142857,3456518.4319999996,15035.3,14.0,0.0131
2014-02-28,5068628.0200000005,4150862.1314681834,1008,191,0,0,4,2,1,2014,59,0,1,0,0,0,13184.0,0.00446,103.1,5363625.63,4252030.752580628,3047818.59,2446432.8721792833,4503808.09,3630163.7616038993,3777390.65,3213718.8536147727,4822120.915714285,16297.714285714286,3478913.902,15190.6,17.0,0.0169
2014-03-01,3932972.8,3210611.0616467595,848,172,0,0,5,3,1,2014,60,1,0,0,0,0,23068.0,0.00443,214.4,5068628.0200000005,4150862.1314681834,3869699.55,3093243.135248435,3525877.78,2741033.9185151155,2451177.95,2132391.4280668343,5110807.977142857,16398.428571428572,3497741.2330000005,15221.2,53.0,0.0625
2014-03-02,4620426.6,3697443.755554533,877,183,0,0,6,3,1,2014,61,1,0,0,0,0,23861.0,0.00555,278.5,3932972.8,3210611.0616467595,3646235.9899999998,2907528.744808831,3379081.79,2681493.331742887,234946.90000000002,196212.26115021238,5119847.012857144,17284.85714285714,3511311.0670000003,15667.166666666666,29.0,0.0331
2014-03-03,3368883.65,2662858.450460738,558,114,0,0,0,3,1,2014,62,0,0,0,0,0,22641.0,0.00522,271.4,4620426.6,3697443.755554533,4471891.7,3611957.3455059133,3510852.51,2791681.003434829,1729136.02,1339952.983514941,5259017.100000001,18017.285714285714,3552689.227333333,16129.233333333334,27.0,0.0484
2014-03-04,4344217.6,3492446.723867442,715,140,0,0,1,3,1,2014,63,0,0,0,0,0,20167.0,0.0051,161.5,3368883.65,2662858.450460738,6291787.03,5152051.563518134,2209620.58,1749388.9950482491,1278365.41,1032727.724466948,5101444.521428571,18965.0,3547956.9320000005,16375.6,31.0,0.0434
2014-03-05,4850175.63,3993961.562961023,895,184,0,0,2,3,1,2014,64,0,0,0,0,0,23200.0,0.00399,255.7,4344217.6,3492446.723867442,7063787.92,5607921.820687562,1831974.34,1381561.0416528534,2263662.05,1814552.1097246627,4823220.317142857,19288.0,3619110.1659999997,16522.2,32.0,0.0358
2014-03-06,4812549.1,3908751.5369205493,896,171,0,0,3,3,1,2014,65,0,0,0,0,0,24291.0,0.00413,132.9,4850175.63,3993961.562961023,5363625.63,4252030.752580628,2468960.75,1943916.0103600912,2683418.22,2138205.184199635,4506989.99,20360.85714285714,3719716.8756666672,16785.766666666666,15.0,0.0167
2014-03-07,3006931.48,2447627.7760351016,552,108,0,0,4,3,1,2014,66,0,0,0,0,0,20656.0,0.00462,295.0,4812549.1,3908751.5369205493,5068628.0200000005,4150862.1314681834,2302015.54,1801727.8338419243,3588977.38,2861320.61501527,4428264.771428571,21487.428571428572,3797836.4873333336,17077.9,38.0,0.0688
2014-03-08,3251149.41,2655366.990500141,598,111,0,0,5,3,1,2014,67,1,0,0,0,0,20789.0,0.00366,173.0,3006931.48,2447627.7760351016,3932972.8,3210611.0616467595,2371624.47,1934561.5077612489,2967102.38,2284262.916073997,4133736.694285714,22554.85714285714,3821333.6853333334,17287.366666666665,25.0,0.0418
2014-03-09,3594312.93,2887690.276055118,742,140,0,0,6,3,1,2014,68,1,0,0,0,0,20453.0,0.00389,280.1,3251149.41,2655366.990500141,4620426.6,3697443.755554533,2918380.55,2311764.7894118545,2788124.33,2138246.220523909,4036333.3528571427,22229.285714285714,3850651.183333333,17383.666666666668,35.0,0.0472
2014-03-10,4584093.61,3638775.3656776524,832,148,0,0,0,3,1,2014,69,0,0,0,0,0,22824.0,0.00448,254.9,3594312.93,2887690.276055118,3368883.65,2662858.450460738,2538706.26,2029020.7428653585,3174914.95,2597127.8352772794,3889745.6857142854,21742.428571428572,3873182.2626666664,17529.5,34.0,0.0409
2014-03-11,5215617.68,4103911.9970592493,978,188,0,0,1,3,1,2014,70,0,0,0,0,0,21099.0,0.00562,181.8,4584093.61,3638775.3656776524,4344217.6,3492446.723867442,2517746.63,2081364.8616892952,3091630.73,2457650.24769687,4063347.1085714283,21768.571428571428,3941361.8409999995,17728.533333333333,25.0,0.0256
2014-03-12,6201438.88,4926942.226319646,1165,244,0,0,2,3,1,2014,71,0,0,0,0,0,21452.0,0.00563,292.5,5215617.68,4103911.9970592493,4850175.63,3993961.562961023,3516296.32,2640552.959609985,3424584.0,2660440.054704449,4187832.8342857137,21901.714285714286,4031290.876,17891.833333333332,34.0,0.0292
2014-03-13,4847582.9,3875630.7290915297,968,192,0,0,3,3,1,2014,72,0,0,0,0,0,22441.0,0.00427,313.9,6201438.88,4926942.226319646,4812549.1,3908751.5369205493,4072679.87,3168706.9062008895,3748751.54,2993378.290072116,4380870.441428571,21652.0,4120795.6279999996,18083.7,5.0,0.0052
2014-03-14,4177121.2199999997,3348959.0306043182,793,158,0,0,4,3,1,2014,73,0,0,0,0,0,21483.0,0.00539,257.6,4847582.9,3875630.7290915297,3006931.48,2447627.7760351016,3043459.88,2377100.220426851,5585573.3,4534094.08412653,4385875.2700000005,21387.714285714286,4146625.7290000003,18345.6,11.0,0.0139
2014-03-15,4293096.62,3415821.2121343384,885,177,0,0,5,3,1,2014,74,1,0,0,0,0,21970.0,0.00331,254.5,4177121.2199999997,3348959.0306043182,3251149.41,2655366.990500141,2950036.26,2407454.1673387233,4945629.66,3907525.9615395144,4553045.2328571435,21505.85714285714,4184414.4403333333,18579.166666666668,51.0,0.0576
2014-03-16,5208774.07,4137867.4831824168,1048,217,0,0,6,3,1,2014,75,1,0,0,0,0,24630.0,0.00347,150.4,4293096.62,3415821.2121343384,3594312.93,2887690.276055118,2311128.69,1815286.453963809,3340945.94,2543705.8685977254,4701894.834285715,21674.571428571428,4229183.119,18776.1,39.0,0.0372
2014-03-17,6174758.64,5029640.435734174,1159,231,0,0,0,3,1,2014,76,0,0,0,0,0,23340.0,0.00453,191.6,5208774.07,4137867.4831824168,4584093.61,3638775.3656776524,2581405.09,1938485.5771900737,3902709.49,3156612.9173337747,4932532.140000001,22271.285714285714,4325771.298333334,19113.466666666667,36.0,0.0311
2014-03-18,4987940.6,4237225.392297182,1125,220,66,1,1,3,1,2014,77,0,0,0,0,0,21053.0,0.00456,247.3,6174758.64,5029640.435734174,5215617.68,4103911.9970592493,3546368.82,2851932.24089101,3895285.31,3219836.257162415,5159770.001428572,22345.0,4445549.75,19420.1,32.0,0.0284
2014-03-19,6498950.46,5703337.5835195035,1396,284,113,1,2,3,1,2014,78,0,0,0,0,0,21922.0,0.0055,287.1,4987940.6,4237225.392297182,6201438.88,4926942.226319646,3239418.88,2585605.235236125,3959124.26,3582567.788160938,5127244.704285714,22338.428571428572,4493602.142666667,19590.433333333334,21.0,0.015
2014-03-20,5260244.09,4660428.583996747,1211,238,135,1,3,3,1,2014,79,0,0,0,0,0,20278.0,0.0043,133.6,6498950.46,5703337.5835195035,4847582.9,3875630.7290915297,4388504.78,3487705.4673676495,4301249.16,4048006.167711615,5169746.358571428,22405.571428571428,4602253.195333333,19822.466666666667,25.0,0.0206
2014-03-21,3886968.65,3585998.924137197,877,180,134,1,4,3,1,2014,80,0,0,0,0,0,21123.0,0.00392,188.7,5260244.09,4660428.583996747,4177121.2199999997,3348959.0306043182,4195546.26,3314574.5913755535,6230037.97,6052735.869046716,5228697.957142858,22096.571428571428,4631311.172333333,19989.833333333332,23.0,0.0262
2014-03-22,3617630.33,3840357.078973008,927,189,212,1,5,3,1,2014,81,1,0,0,0,0,21770.0,0.00414,193.0,3886968.65,3585998.924137197,4293096.62,3415821.2121343384,2689076.51,2169456.5556135755,5282875.0,5499110.679129599,5187247.590000001,22045.14285714286,4621025.252,20178.2,35.0,0.0378
2014-03-23,4315440.5,4443093.79528122,1144,225,255,1,6,3,1,2014,82,1,0,0,0,0,20889.0,0.00542,287.5,3617630.33,3840357.078973008,5208774.07,4137867.4831824168,3047818.59,2446432.8721792833,4595174.94,4661358.295692693,5090752.4057142865,22016.571428571428,4651977.046,20392.633333333335,44.0,0.0385
2014-03-24,4682941.87,4962046.223545754,1205,234,260,1,0,3,1,2014,83,0,0,0,0,0,18783.0,0.00362,241.1,4315440.5,4443093.79528122,6174758.64,5029640.435734174,3869699.55,3093243.135248435,4109501.4899999998,4216358.742906178,4963133.324285714,21482.14285714286,4694231.109666667,20672.966666666667,44.0,0.0365
2014-03-25,5506328.46,5669706.840038806,1523,289,326,1,1,3,1,2014,84,0,0,0,0,0,20978.0,0.00516,114.2,4682941.87,4962046.223545754,4987940.6,4237225.392297182,3646235.9899999998,2907528.744808831,3816211.84,3836965.7322780485,4750016.642857143,20831.14285714286,4721339.187000001,20736.966666666667,41.0,0.0269
2014-03-26,6489294.67,6798940.68297198,1596,342,388,1,2,3,1,2014,85,0,0,0,0,0,20541.0,0.00567,319.9,5506328.46,5669706.840038806,6498950.46,5703337.5835195035,4471891.7,3611957.3455059133,4676215.48,4856902.921109109,4824072.051428571,20820.428571428572,4783342.269333333,20811.766666666666,30.0,0.0188
2014-03-27,6660390.78,6897569.152396819,1637,333,378,1,3,3,1,2014,86,0,0,0,0,0,22481.0,0.0043,317.8,6489294.67,6798940.68297198,5260244.09,4660428.583996747,6291787.03,5152051.563518134,5540798.9799999995,5623280.399163529,4822692.6528571425,20623.14285714286,4850589.035,20962.9,41.0,0.025
2014-03-28,4490731.08,4637175.7513088165,1240,247,277,1,4,3,1,2014,87,0,0,0,0,0,21260.0,0.00368,251.1,6660390.78,6897569.152396819,3886968.65,3585998.924137197,7063787.92,5607921.820687562,6683225.36,6793837.629420957,5022713.608571428,20937.85714285714,4862875.826666667,21115.4,71.0,0.0573
2014-03-29,5597537.78,5875113.5417116815,1424,278,310,1,5,3,1,2014,88,1,0,0,0,0,24623.0,0.00419,173.8,4490731.08,4637175.7513088165,3617630.33,3840357.078973008,5363625.63,4252030.752580628,6893845.16,7127534.828880779,5108965.384285714,20957.428571428572,4777107.265333333,21301.066666666666,23.0,0.0162
2014-03-30,10501495.27,10941050.501142954,2808,531,609,1,6,3,1,2014,89,1,0,0,0,0,21014.0,0.00361,266.0,5597537.78,5875113.5417116815,4315440.5,4443093.79528122,5068628.0200000005,4150862.1314681834,9350981.93,9686903.524097508,5391809.305714286,21365.0,4784904.336999999,21575.0,90.0,0.0321
2014-03-31,9937326.45,10389079.099844802,2716,541,607,1,0,3,1,2014,90,0,1,1,0,0,23037.0,0.00499,208.7,10501495.27,10941050.501142954,4682941.87,4962046.223545754,3932972.8,3210611.0616467595,7679622.2,7865434.121077921,6275531.415714285,21382.85714285714,4965999.9120000005,21836.0,105.0,0.0387
2014-04-01,9978626.15,10363825.635883098,2555,506,568,1,1,4,2,2014,91,0,0,0,0,0,31669.0,0.00435,236.5,9937326.45,10389079.099844802,5506328.46,5669706.840038806,4620426.6,3697443.755554533,7797419.37,7845523.901177896,7026157.784285715,21990.571428571428,5166145.033666667,21834.966666666667,100.0,0.0391
2014-04-02,10288177.28,10614998.515312228,2640,535,585,1,2,4,2,2014,92,0,0,0,0,0,31084.0,0.00342,311.2,9978626.15,10363825.635883098,6489294.67,6798940.68297198,3368883.65,2662858.450460738,6464913.95,6573715.862495669,7665057.454285714,23517.85714285714,5344751.685333333,22095.233333333334,137.0,0.0519
2014-04-03,7805984.46,8007962.93887884,2026,397,446,1,3,4,2,2014,93,0,0,0,0,0,27680.0,0.00436,187.2,10288177.28,10614998.515312228,6660390.78,6897569.152396819,4344217.6,3492446.723867442,7062280.78,7137911.003608919,8207754.97,25024.0,5575394.806333333,22376.666666666668,83.0,0.041
2014-04-04,2342550.7,2412631.939860273,579,123,132,1,4,4,2,2014,94,0,0,0,0,0,33564.0,0.00455,230.0,7805984.46,8007962.93887884,4490731.08,4637175.7513088165,4850175.63,3993961.562961023,3631943.75,3666527.5425411337,8371411.21,25766.714285714286,5690787.035,22627.1,22.0,0.038
2014-04-05,3684062.52,3888109.1843511583,905,173,193,1,5,4,2,2014,95,1,0,0,0,0,29571.0,0.00443,301.8,2342550.7,2412631.939860273,5597537.78,5875113.5417116815,4812549.1,3908751.5369205493,2130763.7,2090068.0519348998,8064528.298571429,27524.428571428572,5607199.537333334,22972.566666666666,9.0,0.0099
2014-04-06,3689151.9699999997,3891623.095459581,915,183,200,1,6,4,2,2014,96,1,0,0,0,0,29897.0,0.00362,202.1,3684062.52,3888109.1843511583,10501495.27,10941050.501142954,3006931.48,2447627.7760351016,2949772.8,2928347.49175549,7791174.6899999995,28231.285714285714,5569583.318000001,23148.566666666666,36.0,0.0393
2014-04-07,3470738.35,3627647.1027490306,998,198,223,1,0,4,2,2014,97,0,0,0,0,0,27724.0,0.0045,212.3,3689151.9699999997,3891623.095459581,9937326.45,10389079.099844802,3251149.41,2655366.990500141,2140936.44,2159308.99464264,6817982.79,29500.285714285714,5592324.001,23456.6,24.0,0.024
2014-04-08,5370445.84,5558645.381878455,1218,245,269,1,1,4,2,2014,98,0,0,0,0,0,27636.0,0.00359,152.9,3470738.35,3627647.1027490306,9978626.15,10363825.635883098,3594312.93,2887690.276055118,3526090.64,3742064.691442086,5894184.49,30169.85714285714,5599643.632333334,23687.766666666666,75.0,0.0616
2014-04-09,4862131.96,5047854.055257019,1171,238,262,1,2,4,2,2014,99,0,0,0,0,0,29270.0,0.00502,224.1,5370445.84,5558645.381878455,10288177.28,10614998.515312228,4584093.61,3638775.3656776524,3367075.92,3443288.5837913426,5235873.017142857,29593.714285714286,5658848.062666667,23927.2,49.0,0.0418
2014-04-10,4178387.4,4316579.486596407,1001,197,215,1,3,4,2,2014,100,0,0,0,0,0,29376.0,0.00426,179.3,4862131.96,5047854.055257019,7805984.46,8007962.93887884,5215617.68,4103911.9970592493,4871182.24,4907354.565049249,4460723.685714286,29334.571428571428,5668116.007666667,24142.066666666666,41.0,0.041
2014-04-11,4195415.86,4247217.919624157,1008,195,221,1,4,4,2,2014,101,0,0,0,0,0,27935.0,0.00472,217.1,4178387.4,4316579.486596407,2342550.7,2412631.939860273,6201438.88,4926942.226319646,3529501.39,3600029.6467917827,3942495.534285714,29576.85714285714,5633541.665,24417.966666666667,58.0,0.0575
2014-04-12,4415457.81,4658986.942115972,1076,229,253,1,5,4,2,2014,102,1,0,0,0,0,28989.0,0.00518,223.2,4195415.86,4247217.919624157,3684062.52,3888109.1843511583,4847582.9,3875630.7290915297,3465188.79,3537208.861279153,4207190.5571428565,28772.714285714286,5566674.231000001,24634.066666666666,63.0,0.0586
2014-04-13,3965316.13,4084807.8186982446,1076,221,254,1,6,4,2,2014,103,1,0,0,0,0,32172.0,0.00439,120.4,4415457.81,4658986.942115972,3689151.9699999997,3891623.095459581,4177121.2199999997,3348959.0306043182,4318250.06,4436526.190687815,4311675.598571429,28689.571428571428,5552270.061333333,24852.333333333332,40.0,0.0372
2014-04-14,5759221.61,5459837.672850457,1425,276,229,1,0,4,2,2014,104,0,0,0,0,0,28984.0,0.00367,259.6,3965316.13,4084807.8186982446,3470738.35,3627647.1027490306,4293096.62,3415821.2121343384,3759134.42,3462074.392378913,4351127.621428572,29014.571428571428,5545209.891666667,25208.633333333335,64.0,0.0449
2014-04-15,6688141.07,6144563.005952807,1631,326,214,1,1,4,2,2014,105,0,0,0,0,0,31036.0,0.00513,171.6,5759221.61,5459837.672850457,5370445.84,5558645.381878455,5208774.07,4137867.4831824168,4464707.24,4122407.025264273,4678053.801428571,29194.571428571428,5594080.724666666,25442.433333333334,82.0,0.0503
2014-04-16,6879987.01,6223298.06074576,1453,277,158,1,2,4,2,2014,106,0,0,0,0,0,29288.0,0.00332,225.9,6688141.07,6144563.005952807,4862131.96,5047854.055257019,6174758.64,5029640.435734174,5340204.5,4448980.126868889,4866295.977142857,29680.285714285714,5643392.958000001,25655.966666666667,49.0,0.0337
2014-04-17,4875570.96,4272643.210840576,993,189,56,1,3,4,2,2014,107,0,0,0,0,0,26998.0,0.00405,206.0,6879987.01,6223298.06074576,4178387.4,4316579.486596407,4987940.6,4237225.392297182,7396093.62,6112173.401672753,5154560.984285714,29682.85714285714,5666900.570333333,25854.233333333334,36.0,0.0363
2014-04-18,5162958.71,4017321.520065083,1158,229,0,0,4,4,2,2014,108,0,0,0,0,0,28486.0,0.00408,164.3,4875570.96,4272643.210840576,4195415.86,4247217.919624157,6498950.46,5703337.5835195035,6013299.57,4813996.434937594,5254158.635714286,29343.14285714286,5663154.915666667,26052.4,67.0,0.0579
2014-04-19,6080979.95,4914511.299154445,1207,224,0,0,5,4,2,2014,109,1,0,0,0,0,31395.0,0.00407,276.8,5162958.71,4017321.520065083,4415457.81,4658986.942115972,5260244.09,4660428.583996747,5597943.75,4448124.447762955,5392379.042857143,29421.85714285714,5618621.857333333,26271.2,36.0,0.0298
2014-04-20,5951223.1,4681108.96961829,1101,222,0,0,6,4,2,2014,110,1,0,0,0,0,30149.0,0.00383,249.2,6080979.95,4914511.299154445,3965316.13,4084807.8186982446,3886968.65,3585998.924137197,5487288.58,4307193.345945281,5630310.777142857,29765.571428571428,5645979.719333334,26641.766666666666,34.0,0.0309
2014-04-21,7827887.49,6439531.876213747,1543,307,0,0,0,4,2,2014,111,0,0,0,0,0,32674.0,0.0035,104.8,5951223.1,4681108.96961829,5759221.61,5459837.672850457,3617630.33,3840357.078973008,5805972.87,4635317.135961735,5914011.772857144,29476.571428571428,5714788.201,26942.633333333335,41.0,0.0266
2014-04-22,9299520.74,7424312.469471795,1719,354,0,0,1,4,2,2014,112,0,0,0,0,0,32103.0,0.00358,174.0,7827887.49,6439531.876213747,6688141.07,6144563.005952807,4315440.5,4443093.79528122,6782113.86,5451399.809446946,6209535.47,30003.714285714286,5855130.106333333,27306.1,56.0,0.0326
2014-04-23,7415446.09,5972730.490240533,1428,287,0,0,2,4,2,2014,113,0,0,0,0,0,26922.0,0.00391,154.7,9299520.74,7424312.469471795,6879987.01,6223298.06074576,4682941.87,4962046.223545754,7977303.12,6266008.065103348,6582589.7085714275,30156.14285714286,6021266.1143333325,27679.9,50.0,0.035
2014-04-24,6425481.5,5147678.733904756,1152,249,0,0,3,4,2,2014,114,0,0,0,0,0,28696.0,0.00534,318.0,7415446.09,5972730.490240533,4875570.96,4272643.210840576,5506328.46,5669706.840038806,8378711.94,6524191.638907347,6659083.862857142,29818.14285714286,6112349.588333333,27951.2,68.0,0.059
2014-04-25,6725989.17,5385156.486577944,1264,261,0,0,4,4,2,2014,115,0,0,0,0,0,32626.0,0.0035,140.6,6425481.5,5147678.733904756,5162958.71,4017321.520065083,6489294.67,6798940.68297198,8458468.4,6678639.986672974,6880499.654285714,30060.714285714286,6142988.023,28208.466666666667,57.0,0.0451
2014-04-26,6458969.32,5079919.09733039,1304,262,0,0,5,4,2,2014,116,1,0,0,0,0,28597.0,0.00475,159.8,6725989.17,5385156.486577944,6080979.95,4914511.299154445,6660390.78,6897569.152396819,5689555.22,4503221.232279074,7103789.72,30652.14285714286,6150877.839666666,28611.3,48.0,0.0368
2014-04-27,8088597.5600000005,6294072.582138377,1519,301,0,0,6,4,2,2014,117,1,0,0,0,0,31694.0,0.00449,145.2,6458969.32,5079919.09733039,5951223.1,4681108.96961829,4490731.08,4637175.7513088165,5950996.18,4708171.590900165,7157788.201428572,30252.428571428572,6144163.790999999,28815.166666666668,55.0,0.0362
2014-04-28,10592013.8,8364851.698728421,2121,400,0,0,0,4,2,2014,118,0,0,0,0,0,27759.0,0.00393,133.2,8088597.5600000005,6294072.582138377,7827887.49,6439531.876213747,5597537.78,5875113.5417116815,7811513.7,6211194.818249244,7463127.410000001,30473.14285714286,6264092.673666667,29162.966666666667,103.0,0.0486
2014-04-29,15595798.81,12303829.258674966,3129,634,0,0,1,4,2,2014,119,0,0,0,0,0,32248.0,0.00579,223.1,10592013.8,8364851.698728421,9299520.74,7424312.469471795,10501495.27,10941050.501142954,11903277.85,9456516.373342393,7858002.5971428575,29771.0,6430575.207666667,29267.5,146.0,0.0467
2014-04-30,12244993.49,9673503.312478745,2423,493,0,0,2,4,2,2014,120,0,1,0,1,0,30939.0,0.00356,156.9,15595798.81,12303829.258674966,7415446.09,5972730.490240533,9937326.45,10389079.099844802,9867167.67,7814310.103964065,8757470.892857144,29791.714285714286,6600385.325666666,29641.966666666667,86.0,0.0355
2014-05-01,11833588.51,9470371.280023519,2267,439,0,0,3,5,2,2014,121,0,0,0,1,0,25885.0,0.00367,278.3,12244993.49,9673503.312478745,6425481.5,5147678.733904756,9978626.15,10363825.635883098,12014078.07,9619759.363451073,9447406.235714287,30365.571428571428,6677307.560333333,29905.366666666665,95.0,0.0419
2014-05-02,8464295.02,6851827.31373827,1667,326,0,0,4,5,2,2014,122,0,0,0,0,0,31644.0,0.00327,123.1,11833588.51,9470371.280023519,6725989.17,5385156.486577944,10288177.28,10614998.515312228,10206446.86,8231960.392970463,10219992.951428572,29964.0,6739139.639,29712.566666666666,64.0,0.0384
2014-05-03,7683800.46,6166448.830862053,1449,275,0,0,5,5,2,2014,123,1,0,0,0,0,28317.0,0.00493,194.2,8464295.02,6851827.31373827,6458969.32,5079919.09733039,7805984.46,8007962.93887884,7255362.0,5728425.067154152,10468322.358571429,29823.714285714286,6678343.563666667,29731.233333333334,48.0,0.0331
2014-05-04,2636400.87,2084088.8784338422,418,84,0,0,6,5,2,2014,124,1,0,0,0,0,27998.0,0.00468,292.2,7683800.46,6166448.830862053,8088597.5600000005,6294072.582138377,2342550.7,2412631.939860273,2944900.15,2353498.405125841,10643298.235714287,29783.714285714286,6674270.763666666,29752.466666666667,17.0,0.0407
